证券简称,id,year,YBR,x2,x4,OCFDR,ROE,CLTLR,CATAR,DER,DR,YoO,RDR,TAT,IFR,GIC
锐明技术,2970,2019,0.012675053,1.8511,1.4331,0.2301,40.2473,92.7201,83.683,0.982191374,48.7565,17,0.144882198,1.5499,0.13050582,1.388088669
锐明技术,2970,2018,0.040437092,1.8072,1.3314,0.2649,43.0027,93.8326,84.1151,1.019043067,49.6035,16,0.168101268,1.4348,0.20618596,1.448430156
盛视科技,2990,2021,0,4.2777,3.8974,0.0769,17.8662,94.8661,95.8765,0.309350343,23.6262,24,0.102190674,0.5023,0.207235367,1.158193688
盛视科技,2990,2020,0.000401092,1.9233,1.3962,0.1711,41.0774,96.0052,92.5142,1.004191895,50.1046,23,0.126903623,0.764,0.172463954,1.59172834
盛视科技,2990,2019,0.044812878,1.7832,1.2135,0.4214,41.5333,94.8657,88.1033,1.086884842,52.0817,22,0.122679448,0.7362,0.187156914,1.5183613
盛视科技,2990,2018,0,2.1768,1.6703,0.2279,30.4229,91.8437,95.4761,0.914100006,47.7561,21,0.118517452,0.7258,0.1245597,1.387152202
宸展光电,3019,2021,0.285818401,4.7979,3.7396,0.3298,13.1089,97.6803,86.7846,0.227258591,18.5176,6,0.035712784,1.044,0.09761163,0.90289897
宸展光电,3019,2020,0.192945177,2.1836,1.3844,0.4814,33.3124,97.3409,83.6403,0.648828104,39.3509,5,0.035286691,1.775,0.104066828,1.033798775
宸展光电,3019,2019,0.329308242,1.971,1.2035,0.1762,33.1655,97.818,81.4977,0.732201791,42.27,4,0.041987682,2.1,0.097589531,1.137170861
宸展光电,3019,2018,0.26543521,2.3833,1.4656,0.4646,25.9851,96.9678,93.3022,0.677068392,40.3721,3,0.035337576,2.1763,0.285192547,0.919263238
中晶科技,3026,2021,0.07708958,8.2197,7.3617,0.8863,15.7258,80.4939,75.7739,0.129337628,11.4525,11,0.043848837,0.4257,0.213139835,1.22074382
中晶科技,3026,2020,0,4.0243,2.9042,0.8878,20.7627,76.3398,57.8352,0.231919246,18.8258,10,0.022806232,0.5223,0.220775811,0.881747969
中晶科技,3026,2019,0.091297758,2.6043,1.8879,0.2551,26.0193,74.1769,59.6839,0.447093314,30.896,9,0.022480101,0.6595,0.283512513,1.070000691
中晶科技,3026,2018,0.158124937,2.4436,1.8138,0.115,23.7635,76.9347,68.9442,0.579116315,36.6734,8,0.034725333,0.7548,0.15250721,1.484045057
吉大正元,3029,2021,0,3.7887,3.4558,0.2539,11.0709,99.7873,96.7055,0.347678766,25.579,22,0.119589748,0.443,0.148146474,1.017007714
吉大正元,3029,2020,0,2.7882,2.4288,0.211,13.3057,99.2745,94.794,0.525651696,34.2463,21,0.122201245,0.5752,0.107735371,1.499840792
吉大正元,3029,2019,0,2.6101,2.1112,0.2221,14.4189,98.6453,94.9511,0.585588637,36.8772,20,0.07618636,0.4012,0.146384576,0.954833821
吉大正元,3029,2018,0,2.3349,1.9728,0.0299,10.2489,98.0147,94.8544,0.708228887,41.4473,19,0.062010489,0.4488,0.074265405,1.214802942
豆神教育,300010,2020,0.145515521,0.8367,0.7044,0.0529,0.6759,78.9856,35.177,1.217170419,53.2269,21,0.04168334,0.2637,-0.109860417,1.013808773
豆神教育,300010,2018,0.041138065,1.7215,1.4377,-0.0637,3.7352,74.2979,40.4761,0.476422486,31.6453,19,0,0.2729,0.115334513,1.147290449
银江技术,300020,2021,0.258646084,1.4019,1.3655,-0.0285,4.663,99.9003,66.9217,0.923723756,47.7841,29,0.034496369,0.3243,0.153407536,1.028217057
银江技术,300020,2020,0.29566943,1.3936,0.8317,0.0042,4.5955,99.757,67.4948,0.954777961,48.5493,28,0.036738979,0.3296,0.135571673,0.861692934
银江技术,300020,2019,0.33598213,1.4783,0.8824,0.0221,0.779,99.5145,68.5296,0.883742442,46.5821,27,0.054714325,0.3954,0.126305093,1.242534985
银江技术,300020,2018,0.20928536,1.7417,1.1588,-0.0797,4.2385,99.0441,76.8668,0.815055836,44.5596,26,0,0.3299,0.134375634,1.173332109
超图软件,300036,2021,0.000155176,1.5892,1.3583,0.1595,10.9729,98.1051,62.617,0.669866514,40.1618,24,0.129234917,0.4845,0.154757622,0.927969474
超图软件,300036,2020,0.000145946,1.9421,1.9329,0.2346,10.7838,98.4166,58.5421,0.440714405,30.628,23,0.151068748,0.5897,0.220978872,1.143125208
超图软件,300036,2019,0.000657487,2.0432,2.0336,0.1868,8.9608,88.2718,56.841,0.459733242,31.5165,22,0.158729503,0.5567,0.199955983,1.214465169
超图软件,300036,2018,0.003454053,2.2802,2.2638,0.3062,11.4717,79.1727,55.9048,0.450943396,30.9673,21,0,0.5181,0.172887131,1.500039105
朗科科技,300042,2021,0,8.2555,6.308,0.1652,6.8326,99.8231,80.8018,0.108708949,9.805,22,0.02606046,1.3167,0.236970034,1.248544726
朗科科技,300042,2020,0,10.5332,8.5181,-1.3314,7.3335,99.622,78.287,0.080620752,7.4606,21,0.027950535,1.1458,0.200506559,1.234989947
朗科科技,300042,2019,0,18.0164,17.1647,1.3854,6.9219,96.3225,76.068,0.045843094,4.3834,20,0.023135574,0.9915,0.175557534,1.04099932
朗科科技,300042,2018,0,16.8553,15.9924,0.5603,6.2899,96.8002,73.9391,0.047467995,4.5317,19,0,0.9901,0.152015145,1.57192282
台基股份,300046,2021,0,5.2136,4.1134,0.5333,5.1483,98.1579,82.5728,0.193197669,16.1354,17,0.033989562,0.4927,-0.108763511,1.465418953
台基股份,300046,2019,0,4.011,3.397,-0.0358,9.8926,98.2765,58.0503,0.172697314,14.7265,15,0.026342991,0.4028,0.164435151,1.500470422
台基股份,300046,2018,0,2.9883,2.4435,0.4003,6.549,98.3519,53.6877,0.223497766,18.2671,14,0,0.2683,0.078008037,1.151016805
天源迪科,300047,2021,0.517107919,1.6329,0.9586,0.0092,4.1132,99.3989,69.6794,0.793988606,42.9311,28,0.048503789,0.891,0.164330364,1.175218816
天源迪科,300047,2020,0.458662713,1.6265,1.1257,-0.1483,3.7811,99.1881,68.6863,0.775876877,42.5748,27,0.056608879,0.8582,0.151881888,1.186885783
天源迪科,300047,2019,0.390512234,1.9589,1.3932,-0.0609,7.3654,98.8037,63.8462,0.510447138,32.987,26,0.062612735,0.8586,0.144229164,1.271262735
天源迪科,300047,2018,0.24317785,2.669,2.0883,0.0652,6.4891,78.1513,60.1913,0.417681485,28.8565,25,0,0.8143,0.136302308,1.210291313
华平股份,300074,2021,0.094656168,1.8588,1.6456,0.1656,1.9237,93.3146,57.1729,0.497152225,32.9621,18,0.0968039,0.2737,0.21046205,0.93227524
华平股份,300074,2020,0.10467708,3.1074,2.5951,0.0021,1.5268,87.6844,54.9642,0.254046032,20.1722,17,0.085560119,0.3114,0.2405953,1.064379158
华平股份,300074,2019,0,2.6899,2.1474,-0.1134,1.2353,89.7642,52.5227,0.280057694,21.7521,16,0.092740317,0.2855,0.265293745,0.985187056
华平股份,300074,2018,0,2.4684,2.0079,0.1126,2.9485,90.7608,53.9279,0.320366137,24.0708,15,0,0.3064,0.251264426,1.332997949
数字政通,300075,2021,0,3.7359,3.4609,0.2386,5.8142,87.1088,75.8825,0.304853346,23.3177,20,0.071582132,0.3946,0.203609158,1.124416121
数字政通,300075,2020,0.012397501,3.0722,2.8978,0.2469,5.7763,96.9062,71.2536,0.316124803,23.9331,19,0.068332668,0.4057,0.215105083,0.975732313
数字政通,300075,2019,0.041803098,2.474,2.3231,0.1935,5.5645,97.4436,70.8668,0.41823758,29.3957,18,0.04033116,0.419,0.237705486,1.071355104
数字政通,300075,2018,0.069860255,2.1931,2.0044,-0.0358,9.8664,97.7782,70.4893,0.493221919,32.8717,17,0,0.4444,0.209365643,1.243597769
国民技术,300077,2021,0.044978429,1.5478,1.2484,0.0264,0.9443,63.5705,45.9926,0.797000306,46.7419,21,0.335682124,0.1871,-0.611832902,0.961933855
国民技术,300077,2020,0.219995477,0.9372,0.7231,-0.076,9.1679,91.9829,39.6536,0.785067701,45.9972,20,0.21879587,0.1623,-0.803507404,0.655637898
思创医惠,300078,2021,0.346280921,2.0814,1.8914,-0.0059,3.2422,65.5077,49.838,0.586436848,36.5518,18,0.103084125,0.3258,0.138132721,0.924562652
思创医惠,300078,2020,0.248580179,2.2301,1.9875,0.0031,5.8069,78.9842,53.3885,0.442781097,30.3102,17,0.106656267,0.4116,0.13720675,1.215783107
思创医惠,300078,2019,0.171401041,1.7027,1.4517,-0.0019,6.7452,83.4892,48.881,0.537137906,34.385,16,0.095495418,0.4093,0.121463445,1.163975323
思创医惠,300078,2018,0.208250499,2.1307,1.7098,0.2326,6.3535,83.2115,48.2479,0.382918119,27.2123,15,0,0.3798,0.112375657,1.020446355
数码视讯,300079,2021,0,4.8836,4.4765,0.3831,1.9774,98.4483,64.5237,0.156376462,13.4205,21,0.091315397,0.2198,0.322164732,0.970773584
数码视讯,300079,2020,0,4.9137,4.6338,1.2842,1.8539,97.9134,62.1286,0.148257316,12.9133,20,0.062425157,0.225,0.309810271,0.648925019
数码视讯,300079,2019,0.000135879,3.2812,2.8976,-0.1533,2.3416,98.6664,65.0425,0.251333718,20.0906,19,0.091315475,0.3536,0.309103749,1.160042246
数码视讯,300079,2018,0.029230911,3.8435,3.2717,0.4698,1.0421,97.6745,64.5137,0.207514075,17.1848,18,0,0.3255,0.281206912,0.915455589
长信科技,300088,2021,0.073512106,1.6751,1.4978,0.5895,12.5158,84.3725,39.1236,0.389616786,27.6816,15,0.04444785,0.7239,0.266994262,1.136156843
长信科技,300088,2020,0.104658932,1.5177,1.3419,0.5601,15.15,79.6298,35.4761,0.419939916,29.3548,14,0.021742355,0.6568,0.258148607,0.626506066
长信科技,300088,2019,0.235713416,1.0893,0.9574,0.1704,15.4521,91.095,47.0595,0.910568317,47.4267,13,0.008975183,1.1437,0.228308315,0.883365136
长信科技,300088,2018,0.439907769,0.9874,0.7878,0.192,13.426,91.8505,37.4688,0.709729891,41.3153,12,0,1.4785,0.175231604,1.274268674
易联众,300096,2021,0.070702435,1.2699,1.1185,-0.0625,1.5806,96.7208,62.487,1.309824325,50.8748,21,0.168771312,0.5886,0.113528045,1.107877762
易联众,300096,2020,0.132057762,1.3702,1.2362,0.0748,1.4244,97.5983,65.9037,1.156416818,49.2816,20,0.188533206,0.5215,0.130834729,1.299960139
易联众,300096,2019,0.164861164,1.6793,1.543,0.0525,1.998,72.2404,68.514,1.460217257,56.4768,19,0.168547094,0.3816,0.145139881,1.16668102
易联众,300096,2018,0.190343689,1.561,1.4441,-0.0008,2.5187,73.5378,68.6393,1.570552702,59.7947,18,0,0.3758,0.124239533,1.215411969
乾照光电,300102,2019,0.226338013,1.3833,1.1495,0.0669,6.4288,54.6932,41.4181,1.209821561,54.7458,13,0.054257958,0.1765,0.085196142,0.910884699
乾照光电,300102,2018,0.152122844,2.5193,2.315,0.1738,8.0795,52.4203,64.3363,0.949934711,48.7162,12,0,0.2633,0.068503285,0.983172975
顺网科技,300113,2021,0,3.1232,3.0901,-0.0718,3.6376,98.0807,42.2576,0.166000292,13.7949,16,0.121970989,0.3271,0.532013235,0.664062024
顺网科技,300113,2020,0,2.5625,2.5191,0.3531,3.0983,97.4224,56.8082,0.30683475,22.7555,15,0.119020566,0.4288,0.556595544,0.792162013
顺网科技,300113,2019,0,2.8842,2.8558,0.8045,10.8236,97.9182,57.2189,0.26726983,20.2607,14,0.126227165,0.5047,0.44386809,1.093100794
顺网科技,300113,2018,0,2.7606,2.7141,0.8586,18.7644,95.2689,52.0167,0.2626229,19.7784,13,0,0.4912,0.354867262,1.067034705
长盈精密,300115,2021,0.33115126,1.5012,0.9695,0.1298,10.9103,85.8657,62.8887,0.985951045,48.7877,20,0.101916536,0.8422,0.142043616,1.13202497
长盈精密,300115,2020,0.240326322,1.1156,0.6346,0.1592,1.9421,92.6574,55.4268,1.213647259,53.6182,19,0.097319783,0.8896,0.144189607,1.003435821
长盈精密,300115,2019,0.252840091,1.1099,0.6715,0.1469,0.8733,92.4429,54.9468,1.202256506,53.5549,18,0.09079187,0.8671,0.209521895,1.023004903
长盈精密,300115,2018,0.317250607,1.09,0.6718,0.0511,13.5602,91.4344,53.6631,1.223109866,53.8428,17,0,0.9232,0.212466163,1.377836644
锦富技术,300128,2021,0.255631455,1.0349,0.8874,0.1873,1.8418,98.1979,46.5035,0.880910533,45.7587,17,0.028848892,0.5569,-0.141726992,0.863758219
锦富技术,300128,2020,0.48338659,0.9833,0.8579,0.1074,1.2277,99.0121,48.8681,1.060580888,50.1933,16,0.017175518,0.5676,-0.128881338,0.615936736
锦富技术,300128,2018,0.429309854,1.2118,0.9722,0.0107,2.9229,94.1608,51.2964,0.865984066,44.9545,14,0,0.8127,0.155335745,1.016234598
新国都,300130,2021,0,3.859,3.5903,0.3633,3.5461,63.8029,69.2603,0.391356554,28.1302,20,0.071601893,0.7801,0.223137564,0.869372381
新国都,300130,2020,0,4.0116,3.7265,0.2326,10.6562,61.1629,66.8957,0.375011055,27.2645,19,0.096428575,0.8039,0.261381227,1.305502441
新国都,300130,2019,0.283571154,1.3126,1.1722,0.1399,12.098,93.7874,60.3496,0.971630407,49.0241,18,0.163192797,0.5759,0.198049542,1.875092515
新国都,300130,2018,0.215604239,1.9477,1.7439,0.0251,4.1654,66.1191,61.9713,0.937631997,48.1227,17,0,0.3697,0.134913506,1.097969937
雷曼光电,300162,2020,0.064672733,2.094,1.5673,0.0885,4.1558,96.5246,65.6321,0.496882869,32.4715,16,0.060510825,0.7006,0.051680808,1.318156545
雷曼光电,300162,2018,0,3.0751,2.5323,0.0047,1.8365,95.9695,51.823,0.217820456,17.5604,14,0,0.4514,0.067016648,1.145794593
东方国信,300166,2021,0.067193787,3.6937,3.1891,0.3003,5.325,68.1951,49.3391,0.249291956,19.5873,24,0.16350394,0.2966,0.278570603,0.971179843
东方国信,300166,2020,0.104307063,4.0215,3.6061,0.3304,9.5902,81.0946,49.8292,0.184952517,15.2795,23,0.128730988,0.3358,0.293771193,1.077291874
东方国信,300166,2019,0.083327029,3.4213,3.2063,0.2384,11.0775,95.6147,53.762,0.202229647,16.4344,22,0.074146269,0.3548,0.255510079,1.325492585
东方国信,300166,2018,0.078777447,4.7933,4.5227,0.3343,10.3236,97.2563,59.3582,0.1491162,12.733,21,0,0.2986,0.20087915,1.17862825
万达信息,300168,2019,0.558883177,1.2249,0.8875,0.0173,7.2667,81.2986,53.041,1.146604307,53.2634,24,0.037991749,0.2786,0.169213226,0.912729318
万达信息,300168,2018,0.468389483,1.231,0.9064,-0.0451,12.9861,75.1504,59.9967,1.885829013,64.8529,23,0,0.3443,0.142864975,1.164066201
汉得信息,300170,2021,0.077284684,3.3957,3.1617,0.2333,2.0604,58.8742,73.3284,0.577902405,36.6787,19,0.088422135,0.5298,0.270827961,0.915417428
汉得信息,300170,2020,0.378327907,2.7712,2.7712,0.0586,2.8655,97.3254,72.6761,0.368399689,26.9461,18,0.095309857,0.6799,0.278972813,0.950481425
汉得信息,300170,2019,0.167506996,3.3427,3.3427,0.2298,14.3201,96.3384,74.1281,0.298605226,23.0191,17,0.096812494,0.8228,0.327937565,1.232373801
汉得信息,300170,2018,0.089041064,3.5903,3.5892,-0.0361,14.312,97.481,76.9589,0.281306206,21.9892,16,0,0.804,0.274800518,1.359503508
美亚柏科,300188,2021,0.015599583,2.4785,2.0127,0.2294,11.965,93.1738,64.4889,0.392952112,27.9252,22,0.176541877,0.5395,0.306794538,1.154148379
美亚柏科,300188,2020,0.01445986,2.3124,1.9256,0.3259,10.5117,92.8775,62.1622,0.410598508,28.9441,21,0.183166194,0.5409,0.256810443,1.291659714
美亚柏科,300188,2019,0,2.6031,2.1586,0.0825,12.4337,93.1188,61.3014,0.341485393,25.29,20,0.167334606,0.4883,0.233109491,1.197468203
美亚柏科,300188,2018,0.005409501,2.612,2.1215,0.2626,12.9604,94.7216,60.5468,0.327315192,24.4715,19,0,0.4658,0.231626102,1.339441849
鸿利智汇,300219,2021,0.155011727,1.1163,0.8458,0.1688,4.9544,95.8364,52.5889,0.965410293,49.1548,17,0.051175662,0.848,-0.00836569,0.869426685
鸿利智汇,300219,2019,0.074627124,1.4755,1.1948,0.359,7.5778,83.1794,46.7941,0.641650322,38.1264,15,0.048326541,0.8239,0.270477102,1.082151502
鸿利智汇,300219,2018,0.113162627,1.2479,1.0009,0.0518,15.6405,79.1161,43.2321,0.80835215,43.7886,14,0,0.8914,0.171818519,1.638211703
金运激光,300220,2020,0.159079496,2.0733,1.3983,0.2282,5.8698,99.0665,59.0223,0.414958961,28.7359,15,0.069228113,0.5943,0.086571221,1.030610599
金运激光,300220,2019,0.057493437,2.1918,1.2994,0.3041,2.8911,98.9241,59.6025,0.389738604,27.4891,14,0.066880605,0.6023,0.071916238,1.150517513
北京君正,300223,2021,0,6.5074,4.2214,0.418,1.5525,76.4637,41.4311,0.091125349,8.3265,16,0.981752635,0.4222,0.026422677,6.393969911
北京君正,300223,2020,0,18.9922,16.7626,0.2049,4.935,67.4841,72.5316,0.059986188,5.6591,15,0.238824665,0.2707,0.025513926,1.306854912
北京君正,300223,2019,0,39.4525,35.9962,0.6489,1.1925,41.4212,76.4626,0.049086599,4.679,14,0.400962624,0.2206,0.132315034,1.407677709
北京君正,300223,2018,0,49.6307,43.5101,-0.9612,0.585,53.8784,73.8164,0.02838864,2.7605,13,0,0.161,0.138246206,1.651659863
上海钢联,300226,2021,0.148214529,1.3089,1.1793,-0.1237,17.3266,99.6259,96.5873,7.108062967,74.0719,21,0.000720315,4.9085,0.025017005,0.477444656
上海钢联,300226,2020,0.186016731,1.3121,1.1642,-0.0801,17.204,99.5107,96.2775,6.975402131,73.7364,20,0.00087541,11.9755,0.015358474,1.276056785
上海钢联,300226,2019,0.148447432,1.2911,1.1741,-0.0466,13.5757,99.4567,95.5465,7.513323274,74.4058,19,0.000674139,9.6634,0.003336199,1.303377681
上海钢联,300226,2018,0.117120655,1.2326,1.1214,-0.1564,7.282,99.4962,96.5354,9.753958447,78.7146,18,0,9.2248,-0.008153403,1.785340418
光韵达,300227,2021,0.152383279,1.5554,1.2907,0.1537,11.3307,78.003,46.3561,0.629848661,38.2084,16,0.078856813,0.4752,0.200434534,1.122471649
光韵达,300227,2020,0.097386814,1.7897,1.4164,0.1613,7.7826,68.2082,42.8987,0.565593215,35.1421,15,0.114775156,0.5439,0.164945198,1.361991106
光韵达,300227,2019,0.165686333,1.2205,0.9795,0.46,9.294,89.8813,36.4881,0.502710875,33.2606,14,0.080387327,0.5238,0.149857401,1.130383116
光韵达,300227,2018,0.209448472,1.2971,1.0876,0.1465,11.2511,90.5034,38.8492,0.498648006,33.0927,13,0,0.5863,0.176813111,1.643208284
拓尔思,300229,2021,0.002683858,1.9681,1.8489,0.2954,15.0612,92.4693,41.6486,0.298397077,22.885,28,0.084805448,0.4581,0.245192102,1.353694133
拓尔思,300229,2020,0.000707483,1.9227,1.6947,0.2881,8.0133,97.4651,49.8737,0.371450256,26.6144,27,0.108096005,0.3489,0.291311301,1.144330353
拓尔思,300229,2019,0,2.0285,1.7305,0.4072,3.333,98.8822,56.8643,0.40611161,28.3492,26,0.121604793,0.3475,0.242360329,1.0291964
拓尔思,300229,2018,0.017973458,3.1652,2.8104,0.4601,9.178,96.0098,48.0456,0.19385839,15.8103,25,0,0.3845,0.252767225,1.207610686
洲明科技,300232,2021,0.045216315,1.2522,0.9171,0.1158,3.6233,90.0644,64.002,1.310679094,56.7496,17,0.039962125,0.6329,0.14382255,0.885363508
洲明科技,300232,2020,0.10108323,1.1778,0.7166,0.1059,19.8692,94.0176,65.1589,1.490787607,58.8403,16,0.051885108,0.8044,0.178611964,1.238691645
洲明科技,300232,2019,0.085950893,1.3059,0.8691,0.0844,19.8146,85.3763,65.9295,1.603149955,59.1352,15,0.068158407,0.8001,0.134694027,1.492920667
洲明科技,300232,2018,0.185418444,1.018,0.7071,0.0431,17.1991,97.2311,57.5715,1.586016296,58.163,14,0,0.8084,0.102548978,1.735753301
方直科技,300235,2021,0,16.1706,16.0402,0.9906,4.8891,100,69.6756,0.045027854,4.3088,28,0.246808508,0.1833,0.252909242,1.122073631
方直科技,300235,2020,0.019155439,15.8959,15.686,0.8284,5.2722,98.3628,69.8755,0.046786061,4.469,27,0.229814802,0.1703,0.226208564,1.01649767
方直科技,300235,2019,0.007621996,16.2535,15.9607,0.4258,2.0936,92.3502,71.1741,0.049798386,4.7417,26,0.296662568,0.1739,0.190090023,1.067002841
方直科技,300235,2018,0,18.4244,18.0429,0.1509,1.899,87.8018,69.7288,0.045080499,4.3104,25,0,0.2048,0.182141259,1.037051559
瑞丰光电,300241,2021,0.047395435,1.267,1.0305,0.0294,3.9506,85.8643,47.9277,0.790520793,44.055,21,0.066820844,0.5651,0.095589221,0.898711815
瑞丰光电,300241,2019,0.041058466,1.4291,1.1951,0.1734,6.7336,86.014,54.7419,0.804108706,44.5334,19,0.057631815,0.6493,0.192554944,0.986307243
瑞丰光电,300241,2018,0.078280311,1.3838,1.1197,0.1832,11.9285,81.516,55.1778,0.957934998,48.915,18,0,0.7377,0.14159002,1.342846251
新开普,300248,2021,0.022031823,3.5565,2.9222,0.4583,10.6147,93.7057,62.3444,0.242792239,18.7073,21,0.099600597,0.4083,0.272011084,0.974405254
新开普,300248,2020,0.015249497,2.8688,2.4049,0.3161,10.1694,92.4108,63.7318,0.33428376,24.0399,20,0.126372689,0.4366,0.245402453,1.150897452
新开普,300248,2019,0.075439657,2.2246,1.8235,0.0471,6.8549,90.5096,61.6842,0.447927675,30.6353,19,0.113691423,0.4039,0.189219898,1.088365533
新开普,300248,2018,0.09920178,2.1934,1.8426,0.0995,9.3473,86.6065,61.295,0.482972187,32.2663,18,0,0.3996,0.173070493,1.126017683
卫宁健康,300253,2021,0.128247054,2.6319,2.5276,0.2907,11.8977,91.5376,53.4134,0.296970694,22.1706,17,0.120254718,0.4056,0.235688116,1.187929948
卫宁健康,300253,2020,0.054811275,2.3558,2.1975,0.1927,11.6031,91.36,50.9084,0.324323905,23.6537,16,0.142923707,0.4079,0.220929471,1.326146242
卫宁健康,300253,2019,0.049620005,2.3427,2.1637,0.1287,10.586,91.6354,48.7767,0.307188303,22.7216,15,0.122290676,0.362,0.187349529,1.195226455
卫宁健康,300253,2018,0.041567566,1.788,1.683,0.0757,9.2816,90.8042,46.0672,0.405726227,28.3737,14,0,0.3411,0.1664356,1.261173287
佳创视讯,300264,2019,0.105236659,1.9862,1.787,-0.3379,1.9452,97.3773,60.6661,0.460857395,31.3659,19,0.140115441,0.3737,0.025653462,1.318338497
华宇软件,300271,2021,0,2.1422,1.5678,0.2089,4.727,99.4952,68.6216,0.488092383,32.196,20,0.109457952,0.3923,0.258972107,0.956040678
华宇软件,300271,2020,0.004899239,3.4619,2.9055,0.3598,11.3971,98.4509,61.3077,0.221486551,17.9877,19,0.128827417,0.5342,0.224478566,1.295976708
华宇软件,300271,2019,0.001320499,2.1761,1.7213,0.2115,12.5188,98.3551,55.5619,0.356312979,25.96,18,0.100930728,0.4942,0.228960709,1.158395229
华宇软件,300271,2018,0.00668864,2.0392,1.648,0.3612,13.8572,96.9378,52.4254,0.367463155,26.521,17,0,0.584,0.211063092,1.284618744
海联讯,300277,2021,0.007285088,2.8734,2.2733,0.0834,5.2277,99.1529,94.1828,0.515127144,33.0578,21,0.047905973,0.4383,0.066892527,1.050183605
海联讯,300277,2020,0.00477227,2.3609,1.8673,0.2754,2.2859,99.4078,95.1201,0.704522556,40.5299,20,0.088311605,0.4143,0.045148039,1.240401784
海联讯,300277,2019,0.003187609,2.6646,2.0498,0.0813,1.68,99.2858,94.4633,0.57109722,35.7057,19,0.085636712,0.3659,0.051842969,0.88702966
海联讯,300277,2018,0,3.3106,2.8052,0.0861,1.2577,98.2789,92.1118,0.40331957,28.3104,18,0,0.4409,0.051311788,0.9347998
和晶科技,300279,2021,0.362933509,0.9184,0.655,-0.0836,0.5557,99.6366,60.273,1.934468321,65.871,23,0.051922817,0.6647,-0.177155181,1.153077442
和晶科技,300279,2020,0.516151575,0.8892,0.6375,0.0142,0.6095,97.3693,54.0843,1.663151497,62.4638,22,0.04448846,0.5996,-0.195141122,1.146800627
和晶科技,300279,2018,0.435041548,1.064,0.809,-0.0199,4.669,93.5902,46.02,0.894590614,46.2146,20,0,0.4748,0.086603748,1.078133456
飞利信,300287,2020,0.022731879,2.6586,2.2618,0.2541,0.8474,96.1075,59.9336,0.307704454,23.4567,18,0.071897455,0.2748,-0.266772681,1.032804102
飞利信,300287,2018,0.074393044,3.1374,2.8351,0.0969,7.165,93.6009,57.1503,0.243441027,19.4612,16,0,0.3171,0.184608738,1.089835021
朗玛信息,300288,2021,0.023704061,1.6377,1.6114,0.163,3.2935,74.4473,27.715,0.302276605,22.7311,23,0.065290593,0.201,0.321878468,0.861225238
朗玛信息,300288,2020,0.054579753,2.0509,2.0199,0.2294,4.9092,55.9097,27.2104,0.322208606,23.7308,22,0.07281648,0.2435,0.305196473,0.951096772
朗玛信息,300288,2019,0.07326885,1.8041,1.7624,0.3551,8.2525,67.0856,24.5068,0.264594775,20.2486,21,0.088404093,0.2819,0.282793957,1.11256791
朗玛信息,300288,2018,0.081283502,1.5956,1.5648,0.2705,8.2951,88.8058,23.9772,0.21335187,16.9213,20,0,0.2842,0.256948662,1.034370902
荣科科技,300290,2021,0.064359968,2.1835,1.9394,0.1989,6.5456,90.2744,56.8875,0.418998388,28.8597,16,0.083400477,0.4401,0.184778821,1.088605941
荣科科技,300290,2020,0.061391254,2.1682,1.9539,0.1601,4.3599,85.7492,58.3739,0.460373732,31.3974,15,0.072786229,0.4719,0.145054405,1.15486594
荣科科技,300290,2019,0.055513909,1.6867,1.5095,0.1641,2.5539,86.1889,57.325,0.651231589,39.4335,14,0.09293376,0.4966,0.160369172,1.496951826
荣科科技,300290,2018,0.064205969,2.5829,2.4648,0.0542,2.3647,78.0225,65.8957,0.485850537,32.6986,13,0,0.3865,0.163604433,0.832971777
利亚德,300296,2020,0.091181027,1.8282,1.0966,0.131,8.721,84.3133,69.8672,0.831276408,45.326,25,0.048069292,0.6037,0.282625065,1.17490117
利亚德,300296,2019,0.175754849,1.7313,1.0021,0.1203,18.9036,82.5225,66.785,0.87924765,46.7457,24,0.048943029,0.5652,0.218350111,1.190056487
利亚德,300296,2018,0.129059746,1.3898,0.8514,0.1109,24.0181,82.9014,63.9281,1.249744558,55.4871,23,0,0.62,0.156932922,1.478049123
海峡创新,300300,2019,0.243964194,1.2029,0.7429,0.0254,5.5345,100,39.1328,0.477871846,32.5327,17,0.079203052,0.1543,0.202514758,1.304812757
海峡创新,300300,2018,0.177279309,1.3671,0.9386,0.1904,3.9403,93.9059,47.1532,0.580752121,36.7306,16,0,0.1171,0.111284946,0.942999346
同有科技,300302,2021,0.036877661,4.0882,3.356,-0.1186,2.8803,59.1582,40.9748,0.203979492,16.9421,23,0.103846615,0.2032,0.170009842,0.959719122
同有科技,300302,2020,0.045683445,2.5343,2.1473,-0.0414,1.1296,60.8215,38.1039,0.328372386,24.7199,22,0.115107362,0.2812,0.16135242,0.915153579
同有科技,300302,2019,0.157400097,5.7616,4.8438,-0.3632,2.5495,92.3347,50.4499,0.104766223,9.4831,21,0.079157395,0.4144,0.1700391,0.994377573
同有科技,300302,2018,0,3.532,3.0072,0.3481,6.825,94.247,54.3612,0.195181321,16.3307,20,0,0.422,0.280076749,0.805093857
聚飞光电,300303,2021,0.028250697,2.0857,1.9445,0.1003,12.9766,70.5374,72.7619,0.982848178,49.4582,16,0.045647424,0.5178,0.184987642,0.93787501
聚飞光电,300303,2020,0.178026822,1.5514,1.435,0.2605,14.9408,95.0506,68.3407,0.866949157,46.3453,15,0.051525503,0.6796,0.154561879,1.069010855
