证券简称,id,year,YBR,x2,x4,OCFDR,ROE,CLTLR,CATAR,DER,DR,YoO,RDR,TAT,IFR,GIC
深纺织A,45,2021,0.061713804,3.9666,3.1037,0.0018,1.3567,52.0681,44.4784,0.386891433,21.5358,39,0.03111919,0.4439,0.015811892,0.97719372
深纺织A,45,2020,0.068951951,4.5856,3.7789,0.5661,0.7716,71.7474,49.1388,0.248109543,14.9354,38,0.041795443,0.4717,0.009921983,1.696210453
深纺织A,45,2018,0.13649394,5.7604,5.207,-0.0424,2.2282,74.0211,68.3662,0.280598333,16.0336,36,0,0.3549,-0.006985206,1.231468414
深天马A,50,2021,0.205592904,0.8503,0.6499,0.167,4.8926,43.2933,20.012,1.19128524,54.3647,38,0.06684297,0.4206,0.058727961,0.965351494
深天马A,50,2020,0.20696351,0.7054,0.5418,0.1229,3.1468,52.676,21.9962,1.450685524,59.1951,37,0.06422719,0.4826,0.046582704,1.047400655
深天马A,50,2019,0.231099278,0.7662,0.6016,0.1048,4.5729,55.755,24.2173,1.30869494,56.6855,36,0.128644202,0.6447,0.042109265,2.063268007
深天马A,50,2018,0.189657879,1.104,0.9469,0.1266,5.718,67.1985,37.9743,1.048544118,51.1848,35,0,0.546,0.027594597,1.305096244
中国长城,66,2021,0.26429528,1.5842,1.1059,0.0092,10.7545,64.452,67.4375,2.029491094,66.0481,24,0.092403597,0.5872,0.141389774,1.332199839
中国长城,66,2020,0.298198286,1.4594,1.0805,0.0084,15.3409,73.8242,64.7299,1.569468957,60.0809,23,0.084833414,0.5757,0.146808579,1.083351062
中国长城,66,2019,0.267905119,1.3195,1.0428,0.0048,15.2863,76.6775,59.1274,1.498569288,58.4406,22,0.067816269,0.6416,0.111549359,1.052871903
中国长城,66,2018,0.218446941,1.476,1.1724,-0.0527,12.304,70.2417,52.1247,1.145132333,50.2777,21,0.007781668,0.3392,0.114346222,0.137524826
TCL科技,100,2021,0.169034424,0.925,0.8006,0.0995,13.6661,42.3092,25.4697,4.921197984,65.0817,39,0.058756702,0.3635,0.045377358,1.023276127
TCL科技,100,2020,0.239679274,1.1184,0.9865,0.1138,8.6386,42.6476,29.2126,3.352879983,61.2465,38,0.029964738,0.4199,0.043097298,0.661018311
TCL科技,100,2019,0.2206847,1.0187,0.7664,0.0795,11.5144,59.7726,41.6612,4.325135808,68.4216,37,0.041922294,0.6427,0.060668992,1.015977381
TCL科技,100,2018,0.26231385,1.1086,0.9294,0.0868,10.1478,68.0613,49.9681,3.568454621,66.2227,36,0,0.7268,0.044498405,1.047935514
常山北明,158,2021,0.226598011,1.4311,1.0444,0.1137,1.6986,70.5776,60.0617,1.472372189,59.4665,23,0.019662448,0.6804,0.09171075,1.046278477
常山北明,158,2020,0.338297053,1.1774,0.8657,0.0365,1.6854,85.1608,58.3337,1.392946504,58.1776,22,0.011942252,0.6676,0.095391464,0.978305054
常山北明,158,2019,0.239490807,1.319,0.9757,0.1078,3.0758,79.757,59.8814,1.323094178,56.9219,21,0.004091546,0.7171,0.092862069,0.857980086
常山北明,158,2018,0.286317803,1.3038,0.9759,0.0565,6.0455,85.6081,59.1429,1.127917114,52.987,20,0,0.8795,0.086463447,1.025527278
东旭光电,413,2019,0.121740077,1.6708,1.5417,0.0099,6.8205,69.4637,62.6109,1.203919306,53.9472,27,0.032999401,0.4023,0.070114311,1.627313534
东旭光电,413,2018,0.127754669,2.2502,2.0136,0.0355,6.5627,58.0381,68.7407,1.152097518,52.6364,26,0,0.3028,0.043794709,2.512035573
神州信息,555,2021,0.043289913,1.4772,1.0359,0.0506,8.8051,99.108,77.3328,1.139808422,52.8217,25,0.050346712,0.9371,0.179482463,1.053219813
神州信息,555,2020,0.082530115,1.4533,1.1004,0.0534,7.3899,98.496,72.3116,1.040967958,50.5153,24,0.041305756,0.9459,0.156477501,1.117728617
神州信息,555,2019,0.090464823,1.3782,1.0686,0.0418,0.856,98.2868,71.837,1.14689097,53.0334,23,0.028887398,0.8477,0.150134938,1.108743384
神州信息,555,2018,0.148908142,1.3426,1.0268,0.0596,6.3771,98.0362,70.7763,1.178791859,53.7705,22,0,0.8099,0.149912517,1.021554425
风华高科,636,2021,0.108084572,1.7883,1.559,0.245,6.2062,81.513,45.1084,0.45384608,30.9441,27,0.069923416,0.549,0.183116506,1.315442017
风华高科,636,2020,0.088922477,2.958,2.5543,0.5817,6.1567,83.0126,47.7906,0.244466528,19.4626,26,0.031358528,0.469,0.189015086,0.719002161
风华高科,636,2019,0.004998925,2.5647,2.188,0.9647,20.4839,88.0339,48.5738,0.278882353,21.5138,25,0.052777305,0.685,0.227588158,1.365109369
风华高科,636,2018,0.020586818,1.7019,1.3902,0.2322,5.5148,90.686,42.6263,0.388600127,27.6182,24,0,0.5173,0.105073548,1.209361768
京东方A,725,2021,0.068917105,1.2289,1.0586,0.1565,5.0779,41.84,30.4027,2.428998112,59.1291,28,0.065678312,0.3545,0.034448404,1.167956647
京东方A,725,2020,0.119526046,1.3326,1.1745,0.1308,2.121,39.316,30.683,2.097185252,58.5627,27,0.068994455,0.3602,0.029184583,1.195149282
京东方A,725,2019,0.157385516,1.602,1.4094,0.1398,4.0255,33.8802,32.7904,2.139274974,60.4125,26,0.053730295,0.3467,0.034716386,1.035270456
京东方A,725,2018,0.126199618,2.0062,1.8261,0.173,9.2565,32.759,38.9601,1.790175778,59.2813,25,0,0.4067,0.034160151,1.361486059
振华科技,733,2021,0.076299507,2.8664,2.3443,-0.0232,10.6712,70.3621,67.222,0.500007683,33.33,24,0.090453419,0.4457,0.196272397,1.076725072
振华科技,733,2020,0.119472741,3.0463,2.5674,0.0767,5.8339,58.5312,68.8328,0.62924335,38.6039,23,0.043548716,0.3881,0.18177035,0.687256709
振华科技,733,2019,0.182598408,1.9366,1.5684,0.0616,5.7708,74.4583,73.5102,1.071150161,50.9791,22,0.027147999,0.5579,0.126464308,0.66571264
振华科技,733,2018,0.173723918,2.047,1.6138,-0.1162,5.0051,65.4538,69.9914,1.132430007,52.2398,21,0,0.9334,0.089519097,1.216841786
超声电子,823,2021,0.074658838,2.2691,1.8155,0.1574,8.3628,75.2122,64.2635,0.671611043,37.6553,24,0.046168321,0.8187,0.183038149,1.067509789
超声电子,823,2020,0.169273816,2.0963,1.6341,0.3848,8.8505,92.8385,59.6048,0.494581757,30.6273,23,0.043357827,0.8692,0.190411795,0.979852578
超声电子,823,2019,0.067112966,2.0486,1.6462,0.2676,8.3912,93.9743,60.7358,0.517135102,31.5478,22,0.044495249,0.9389,0.19467669,1.1403415
超声电子,823,2018,0.091600175,2.0761,1.6252,0.1987,6.2787,93.3764,60.6254,0.510960724,31.2729,21,0,0.8831,0.170037377,1.226625197
南天信息,948,2021,0.132162399,1.6631,1.0541,0.1015,4.9658,98.835,84.0886,1.091068452,51.1581,23,0.093492283,0.9556,0.06852434,1.283368643
南天信息,948,2020,0.103946672,1.5525,0.9465,-0.0633,3.8511,98.0609,82.4996,1.403618793,54.1897,22,0.108526077,0.9262,0.088952067,1.188345809
南天信息,948,2019,0.216871671,1.874,1.4031,0.0401,5.0325,96.973,77.6295,0.873189101,42.717,21,0.115145727,0.9468,0.095977532,1.200359013
南天信息,948,2018,0.146919651,1.5125,1.0712,-0.0427,1.5146,96.9047,69.5013,0.903523861,47.4206,20,0,0.8578,0.104281771,1.073221134
浪潮信息,977,2021,0.27567824,1.583,1.0989,0.0992,12.0228,96.2023,93.3677,1.626266732,61.3086,23,0.051022048,1.8614,0.087829902,1.220406335
浪潮信息,977,2020,0.318764371,1.4646,0.9991,0.0453,9.8164,96.3499,91.6513,1.920242224,64.9489,22,0.050014519,1.878,0.075529003,1.100391511
浪潮信息,977,2019,0.274910701,1.4911,0.9686,0.0817,8.104,96.5415,91.6011,1.814935443,63.6328,21,0.068528526,2.1592,0.072904015,1.841670462
浪潮信息,977,2018,0.467548227,1.5614,1.0709,0.024,7.6195,95.9292,88.7871,1.456345169,59.2783,20,0,1.8908,0.060970818,2.012052955
华工科技,988,2021,0.150440338,2.0939,1.6756,0.0854,8.6163,92.2079,76.4539,0.660748951,39.5984,22,0.060553267,0.5933,0.206338105,1.124042661
华工科技,988,2020,0.089073592,2.2943,1.8944,0.1229,8.5031,94.1121,75.5142,0.547475984,34.973,21,0.055236735,0.5941,0.21663259,1.043457598
华工科技,988,2019,0.072920376,2.2917,1.8277,0.0158,5.1976,93.0058,72.1625,0.522285608,33.8571,20,0.051005233,0.6032,0.182941539,1.167900286
华工科技,988,2018,0.089881796,2.1166,1.7791,0.0303,7.723,95.7048,76.9424,0.623350508,37.9837,19,0,0.6326,0.172621247,1.35213019
新大陆,997,2021,0.046711011,1.5002,1.3249,0.0918,7.6641,96.1334,65.5627,0.877366332,45.4606,22,0.109509822,0.5878,0.275684848,1.128914948
新大陆,997,2020,0.102479828,1.3233,1.1461,0.0069,12.5552,98.6803,63.2677,1.031332591,48.451,21,0.106008279,0.5305,0.247678874,0.977662878
新大陆,997,2019,0.093823294,1.4964,1.2928,-0.01,11.6097,95.2153,72.0541,1.063652847,50.5724,20,0.094785039,0.6058,0.200872881,1.186121121
新大陆,997,2018,0.088084507,1.7946,1.4991,-0.0762,17.9725,97.4506,73.8226,0.748839569,42.2121,19,0,0.6624,0.181157584,1.370203975
魅视科技,1229,2021,0.025377642,7.3562,6.6905,2.1679,40.3877,96.4158,90.6606,0.146560181,12.7826,11,0.116585825,0.7492,0.168338672,1.342887781
魅视科技,1229,2020,0,5.5854,4.8748,1.4982,53.0789,97.7158,85.1184,0.184774883,15.5958,10,0.122132598,0.873,0.232691668,1.220908315
魅视科技,1229,2019,0,2.0136,1.5993,1.0256,65.2885,98.6221,76.5662,0.627515404,38.5566,9,,0.9499,0.061460265,
德明利,1309,2021,0.264532247,2.2497,0.8955,-0.0358,19.4381,87.1329,88.7157,0.826721595,45.2571,13,0.060279823,1.2502,0.08516136,1.292828452
德明利,1309,2020,0.245381572,2.9717,1.2615,-0.8345,16.4922,98.2292,96.7594,0.495834269,33.1477,12,0.049436449,1.6392,0.088344491,0.860957485
德明利,1309,2019,0.065865449,1.5317,0.5858,-0.0556,47.3049,98.4175,95.1972,1.713690929,63.1498,11,0.106173131,3.4772,0.071780876,3.407334229
德明利,1309,2018,0.084700259,1.186,0.2562,-0.1504,25.9388,99.5175,96.7722,4.552111991,81.9888,10,,1.3774,0.035852509,
联创电子,2036,2021,0.285995476,1.1689,0.7623,-0.0149,5.5933,78.7,60.9947,2.268561871,66.3026,23,0.040510509,0.7074,0.098515418,1.238412678
联创电子,2036,2020,0.394178479,1.1044,0.739,0.0635,10.4629,75.3559,59.9158,2.867437027,71.9923,22,0.04553632,0.7714,0.091309675,1.266471974
联创电子,2036,2019,0.292531049,1.1836,0.8576,0.0273,11.5542,70.3226,55.5959,2.230769792,66.7941,21,0.026650084,0.8185,0.104921485,0.950118668
联创电子,2036,2018,0.356807463,1.0213,0.7281,0.0167,16.3163,89.6311,52.7044,1.508568191,57.5749,20,0,1.1527,0.108924111,1.700945133
紫光国微,2049,2021,0.017997805,2.6191,2.178,0.1571,17.626,75.9318,69.3364,0.535939119,34.865,20,0.101118131,0.4663,0.309317956,0.953313238
紫光国微,2049,2020,0.104908797,2.7216,2.1878,0.1205,10.1662,73.3442,68.8274,0.526815842,34.4798,19,0.072188517,0.5658,0.370381099,1.395369837
紫光国微,2049,2019,0.057609814,3.3125,2.5454,0.1655,9.5479,53.3956,59.4657,0.507355576,33.6202,18,0.07064735,0.4497,0.377888113,1.344064954
紫光国微,2049,2018,0.016209486,3.0108,2.3516,0.3493,8.3705,54.4694,52.6756,0.478590768,32.1201,17,0,0.3782,0.367439233,1.289392017
得润电子,2055,2021,0.194448826,1.064,0.7748,-0.0917,6.0791,75.5208,59.109,3.536348585,73.5617,29,0.046138767,0.7382,0.05157825,0.971416301
得润电子,2055,2019,0.522422221,1.1086,0.8111,-0.0354,10.2614,85.2462,65.8088,2.624435034,69.6343,27,0.031920259,0.7548,0.096627061,1.273981268
得润电子,2055,2018,0.506565304,1.2118,0.9121,-0.0257,8.4704,82.98,70.9515,2.829276513,70.5592,26,0,0.7038,0.075840532,1.276534319
远光软件,2063,2021,0,6.5565,6.4682,0.2127,10.2648,96.5168,74.7425,0.140156377,11.8111,23,0.22625586,0.5597,0.357821793,1.080698937
远光软件,2063,2020,0.01433973,6.6449,6.5434,0.5762,9.5831,96.1519,71.2014,0.130723603,11.1441,22,0.241684064,0.559,0.390130996,1.224367197
远光软件,2063,2019,0.027511458,5.7467,5.6334,0.4055,9.17,96.1024,72.085,0.155994263,13.0524,21,0.219510181,0.4928,0.363540004,1.084055275
远光软件,2063,2018,0.043796417,5.3911,5.2959,0.268,9.1054,86.2353,74.4997,0.200644984,16.0246,20,0,0.4891,0.383850923,1.077608844
东华软件,2065,2021,0.171137961,1.8611,1.1595,0.0368,5.6628,99.0611,86.5025,0.893632312,46.9193,20,0.071773199,0.5133,0.185368898,1.03595588
东华软件,2065,2020,0.188537043,2.0515,1.3059,0.0418,6.2432,98.1933,86.5848,0.759779958,42.9821,19,0.070420374,0.5389,0.188751885,1.044674755
东华软件,2065,2019,0.11078801,2.0625,1.3676,0.0522,8.9255,99.0733,85.9823,0.734044036,42.0781,18,0.057190894,0.5617,0.194976179,1.161926177
东华软件,2065,2018,0.104911881,2.3323,1.6061,0.0327,7.5102,98.4564,83.2787,0.577098737,36.2665,17,0,0.5485,0.178057567,1.125584746
苏州固锝,2079,2021,0.043123904,4.0108,3.5118,0.27,4.9839,92.0369,71.8032,0.242526358,19.4516,31,0.042683721,0.7816,0.196135443,0.911190419
苏州固锝,2079,2020,0.030991534,4.8408,4.2346,0.5413,5.7822,92.1407,70.2154,0.205056337,15.7423,30,0.043016509,0.9216,0.228264426,1.050510017
苏州固锝,2079,2019,0.011584742,4.9144,4.2459,0.4642,6.0111,92.3176,67.7033,0.189987756,14.9229,29,0.044681478,0.9344,0.213664254,1.016571858
苏州固锝,2079,2018,0.016021281,3.9322,3.2855,0.4259,6.987,94.8512,66.7655,0.231441556,17.9011,28,0,0.9925,0.201035841,1.561979014
莱宝高科,2106,2021,0,2.987,2.5828,0.1357,10.3429,90.8795,77.8307,0.402313945,28.6713,29,0.057041393,1.1717,0.206414177,1.405932629
莱宝高科,2106,2020,0,3.5179,3.0281,0.4856,7.139,86.2461,72.2826,0.312975181,23.8237,28,0.045089218,0.9443,0.162168638,1.087427509
莱宝高科,2106,2019,0,4.0485,3.3712,0.2434,5.9455,81.0998,67.8572,0.260629586,20.6671,27,0.044115454,0.9281,0.150756743,1.106968387
莱宝高科,2106,2018,0,4.4377,3.8513,0.4013,3.8171,76.9522,64.245,0.235946764,18.813,26,0,0.8562,0.134208817,1.189458109
康强电子,2119,2021,0.229566909,1.46,0.9816,0.1871,9.4354,80.4729,55.1034,0.883283258,46.9012,29,0.043413876,0.8508,0.196908037,1.09191684
康强电子,2119,2020,0.344449741,1.247,0.8639,-0.0092,10.8925,86.3357,54.6079,1.029282613,50.7215,28,0.043929277,0.8124,0.189955013,0.956418155
康强电子,2119,2019,0.417756327,1.1005,0.7356,0.2076,10.373,94.3453,53.7868,1.078135437,51.805,27,0.046623899,0.886,0.165124206,1.137524155
康强电子,2119,2018,0.330282926,1.0984,0.7344,0.0182,8.9134,95.7349,54.1566,1.160835246,51.5035,26,0,0.8009,0.144869551,1.08929446
顺络电子,2138,2021,0.22709019,1.3289,1.0179,0.3158,12.7065,77.6107,35.2822,0.531079323,34.2088,21,0.090661735,0.5029,0.196219928,1.29087098
顺络电子,2138,2020,0.190524736,1.5655,1.1949,0.3691,9.2173,82.238,36.6611,0.406376601,28.4763,20,0.083207441,0.4667,0.202972924,1.14021107
顺络电子,2138,2019,0.179115237,2.6709,2.052,0.6788,11.5297,83.8662,37.6246,0.204664453,16.7967,19,0.06712993,0.4721,0.209451882,1.188414598
顺络电子,2138,2018,0.066165775,2.6875,2.1,0.6573,10.2323,90.6543,36.666,0.17924756,15.0496,18,0,0.4512,0.200787031,1.144735999
拓邦股份,2139,2021,0.10683645,1.541,1.1733,0.1987,17.9142,93.054,68.6586,0.941212537,47.8806,25,0.076513624,0.9346,0.137914585,1.356520902
拓邦股份,2139,2020,0.073394666,1.8868,1.5966,0.1627,14.1794,71.1486,65.5868,0.997514782,48.8556,24,0.077123319,0.9097,0.124633379,1.203175623
拓邦股份,2139,2019,0.225171343,1.4069,1.1128,0.1428,10.2195,99.3603,59.9806,0.793942868,42.9064,23,0.077515414,0.9555,0.120350349,1.269938742
拓邦股份,2139,2018,0.162938302,1.6896,1.3265,0.1823,11.5119,98.6384,58.924,0.58635603,35.3559,22,0,0.9056,0.125164201,1.468208903
石基信息,2153,2020,0,4.2996,4.0522,0.3331,4.3493,97.5129,60.9467,0.184058515,14.5365,22,0.089061615,0.3466,0.287805164,1.182410714
石基信息,2153,2019,0,5.3728,5.1162,0.3738,6.8357,96.9919,68.0649,0.160778459,13.0613,21,0.087479448,0.3641,0.259130316,1.046039922
石基信息,2153,2018,0,3.5856,3.346,0.37,8.2237,81.7213,59.8689,0.264079295,20.4314,20,0,0.4611,0.241437492,1.112137589
通富微电,2156,2021,0.323393727,1.2284,1.0277,0.2426,4.3141,64.386,41.7827,1.170924979,52.8281,27,0.090019879,0.5761,0.048153158,1.302679831
通富微电,2156,2020,0.403986105,0.8357,0.5746,0.1466,0.3126,75.1188,37.5144,1.579948065,59.7569,26,0.095293714,0.5488,0.0456576,1.144501097
通富微电,2156,2019,0.425344584,0.9467,0.684,0.1008,2.1062,67.8376,34.3235,1.217045764,53.4477,25,0.086243955,0.5532,0.06180287,1.107927641
通富微电,2156,2018,0.259421391,1.1896,0.9282,0.1715,2.4829,63.3435,36.53,0.994724115,48.4765,24,0,0.5584,0.063112641,1.419804585
纳思达,2180,2021,0.101726146,0.9675,0.7717,0.0773,1.2644,55.5896,36.6566,3.200241429,68.1549,30,0.053534584,0.5151,0.073224572,0.840715794
纳思达,2180,2020,0.126084179,0.7806,0.585,0.0939,13.6733,54.9814,32.0372,4.8922416,74.6428,29,0.066445005,0.6302,0.079135627,1.062452952
纳思达,2180,2019,0.048176947,0.8627,0.646,0.0784,20.7157,43.9194,28.9031,5.383597591,76.2841,28,0.069336807,0.6121,0.063154738,1.028256216
纳思达,2180,2018,0.189125953,0.8751,0.6733,0.0139,32.5178,41.3426,28.8947,6.986474339,79.867,27,0,0.4835,0.04473389,3.673081896
华天科技,2185,2021,0.171991244,1.2157,0.943,0.2679,8.6233,65.2432,31.5615,0.90322186,39.7914,18,0.056983628,0.4742,0.106026434,1.034379456
华天科技,2185,2020,0.189460644,1.188,0.9237,0.2881,4.2606,66.251,30.0506,0.788605676,38.18,17,0.056462933,0.5689,0.132445159,1.137858026
华天科技,2185,2019,0.195389931,1.2622,1.0055,0.1867,7.0611,72.8463,44.8381,1.065535652,48.7656,16,0.054710159,0.6531,0.137317805,1.015951633
华天科技,2185,2018,0.297168,1.3243,0.7967,0.268,9.6571,80.266,38.2552,0.630433636,35.9891,15,0,0.8226,0.15199639,1.280338166
中光学,2189,2021,0.280382941,1.3376,1.0515,0.1307,10.3573,97.8535,73.6796,1.318257377,56.2933,26,0.0739261,1.0034,0.142204664,1.305836711
中光学,2189,2020,0.179384845,1.5567,1.2383,0.1655,8.6096,83.7724,73.21,1.311046856,56.1398,25,0.064763178,0.8852,0.117299484,0.9879442
中光学,2189,2019,0.147424576,1.1285,0.9893,0.1976,21.9444,95.252,68.3622,1.789171243,63.5964,24,0.187427751,1.4692,0.103013108,2.830107752
中光学,2189,2018,0.119284621,2.1622,1.9173,0.4218,3.9872,79.1364,57.7501,0.558749602,33.751,23,0,1.0243,0.056349528,1.107430269
东晶电子,2199,2021,0.089536686,2.7598,2.1315,0.2028,1.9912,87.5958,55.5544,0.298365516,22.9801,22,0.073027359,0.5214,-0.557072479,1.24726654
东晶电子,2199,2020,0,3.8693,3.0451,0.132,3.8015,86.4492,58.9457,0.213921134,17.6223,21,0.068180939,0.4385,-0.725945818,1.186732596
东晶电子,2199,2018,0,1.743,1.3478,0.1965,0.3242,99.2447,36.4327,0.266799732,21.0609,19,0,0.3733,-0.663839276,0.90262806
天融信,2212,2021,0,3.0684,2.8049,0.1177,4.3299,94.6191,44.355,0.180482806,15.2774,36,0.086586547,0.5084,0.210267566,0.804416084
天融信,2212,2020,0.032359467,2.0709,1.5788,0.3318,4.6892,94.1248,38.7232,0.248187635,19.866,35,0.079727441,0.6734,0.173538774,1.125506103
天融信,2212,2019,0.038557028,2.1127,1.5984,0.2863,5.9782,92.2422,33.9736,0.211337728,17.4333,34,0.068473949,0.6438,0.140867271,1.227392102
天融信,2212,2018,0.089735335,4.1281,3.2579,0.0812,6.2718,55.1389,37.6094,0.198083251,16.523,33,0,0.5529,0.113212733,1.788095302
合力泰,2217,2020,0.273796239,1.2372,0.9412,0.0453,8.8754,91.3009,68.3343,1.715249675,60.4935,17,0.039621213,0.6038,0.136853704,1.102079537
合力泰,2217,2019,0.312339145,1.2065,0.8817,-0.0222,12.3828,87.6425,62.7346,1.454497047,59.3274,16,0.041800974,0.6945,0.097755626,1.118685286
合力泰,2217,2018,0.275923297,1.4581,1.1567,0.0454,12.3915,81.9098,62.9073,1.113940688,52.6715,15,0,0.7903,0.082025384,1.275736994
福晶科技,2222,2021,0.003064138,8.7874,6.3835,1.7371,14.0943,86.2552,56.6484,0.083374703,7.4739,20,0.111937806,0.4805,0.342139507,1.090412997
福晶科技,2222,2020,0,8.2588,5.8442,1.3059,14.5677,84.9073,52.7174,0.083879177,7.5178,19,0.110114623,0.4828,0.321556448,1.01999705
福晶科技,2222,2019,0,6.4093,4.3985,1.2775,18.2535,77.3552,49.1007,0.112225531,9.9035,18,0.103154606,0.5212,0.281860771,1.082867488
福晶科技,2222,2018,0,5.0768,3.6258,1.4408,18.8789,77.7639,45.1745,0.132326242,11.4426,17,0,0.5491,0.213385908,1.472319229
科大讯飞,2230,2021,0.022174256,1.4413,1.2124,0.1914,11.3244,87.5915,60.3078,0.936554764,47.7703,22,0.219379838,0.5797,0.119880907,1.292296842
科大讯飞,2230,2020,0.054688393,1.6648,1.5444,0.1831,8.4499,82.0683,56.863,0.732705402,41.6202,21,0.20708596,0.5694,0.115420764,1.273008265
科大讯飞,2230,2019,0.04154072,1.3354,1.1566,0.1619,6.9102,81.9754,50.7261,0.889566414,46.3375,20,0.17250285,0.5528,0.110149533,1.454118526
科大讯飞,2230,2018,0.074723903,1.6112,1.4131,0.0673,5.8823,83.4317,54.2909,0.698110288,40.3875,19,0,0.4584,0.118341772,1.639730875
启明信息,2232,2021,0,2.305,1.8773,0.084,10.2108,88.404,85.1921,0.718458322,41.8083,21,0.054923203,0.7445,0.246090337,1.020024454
启明信息,2232,2020,0,2.7498,2.5143,0.2937,7.9118,87.4158,81.2729,0.553708057,33.8104,20,0.024591653,0.7781,0.195969776,0.958024331
启明信息,2232,2019,0,2.2871,2.0451,0.0453,6.6246,89.3387,79.1876,0.686844499,38.7549,19,0.018016266,0.8356,0.195551862,0.927485304
启明信息,2232,2018,0,2.3179,2.0979,0.0367,5.0295,90.3034,77.1503,0.632260105,36.8582,18,0,0.9658,0.167985722,1.34832928
大华股份,2236,2021,0.08641,1.9855,1.6494,0.2685,22.0396,89.45,79.5526,0.828977229,44.7913,20,0.114631393,0.8001,0.312215268,1.012104949
大华股份,2236,2020,0.141633586,1.8335,1.527,0.1178,22.5615,92.2197,77.7125,0.868661791,45.9619,19,0.118070495,0.9353,0.280038642,1.104951208
大华股份,2236,2019,0.170588966,1.6933,1.4517,0.071,21.9138,93.4508,80.7528,1.065662177,51.0324,18,0.121195977,0.9926,0.259464701,1.255843391
大华股份,2236,2018,0.251352553,1.7704,1.4875,0.0851,25.4362,92.3285,82.2947,1.026161171,50.3446,17,0,1.0269,0.227551938,1.413783865
歌尔股份,2241,2021,0.168921774,1.2372,0.8338,0.2614,15.9283,77.3767,57.2685,1.495129413,59.8238,20,0.097473253,1.3785,0.188285142,1.642854811
歌尔股份,2241,2020,0.213632583,1.0083,0.7067,0.2942,8.1802,94.7476,51.078,1.150488071,53.4649,19,0.076073761,1.0915,0.186551749,1.479871014
歌尔股份,2241,2019,0.254703381,1.0273,0.7635,0.1564,5.7664,92.4412,46.4662,0.957334586,48.9291,18,0.052248913,0.8435,0.239599666,0.930055932
歌尔股份,2241,2018,0.28447817,1.2661,0.9799,0.303,16.6219,89.7815,49.8531,0.782369369,43.8572,17,0,1.0321,0.264049369,1.323983061
川大智胜,2253,2021,0.025408454,3.954,2.6692,0.1002,4.7645,58.5693,39.1605,0.211867401,16.9098,27,0.071708105,0.2037,0.169201115,1.04332152
川大智胜,2253,2020,0.023283488,4.9761,3.6672,0.5315,3.7704,52.8721,40.4869,0.188846379,15.3886,26,0.059002145,0.2066,0.151285185,1.007975374
川大智胜,2253,2019,0.023200973,5.6759,4.3734,0.5729,4.1258,56.514,40.8594,0.151192077,12.738,25,0.02274362,0.217,0.146513548,1.274813519
川大智胜,2253,2018,0.006669694,5.6538,4.5796,0.5778,3.5009,64.3676,41.0659,0.131444275,11.2842,24,0,0.1751,0.142314524,0.843651086
拓维信息,2261,2021,0.093053833,2.3488,1.9531,0.0997,1.9072,80.9186,47.5387,0.335099794,25.0121,25,0.113699028,0.4627,-0.112494977,1.200727215
拓维信息,2261,2020,0.051677444,3.5659,3.1336,0.2759,0.8832,69.9065,45.0261,0.221327769,18.0625,24,0.108346843,0.3992,-0.175565345,1.046191031
拓维信息,2261,2018,0.048251494,4.3236,3.8119,0.281,1.7369,65.2021,32.3689,0.129969461,11.4822,22,0,0.2598,0.240708877,1.08782543
电科网安,2268,2021,0,2.6237,2.3493,0.3565,3.4869,98.3163,70.1598,0.374447136,27.1987,23,0.117691547,0.3833,0.171219458,1.133068865
电科网安,2268,2020,0,3.1104,2.8895,-0.0723,3.4778,97.1086,68.6579,0.297527189,22.7307,22,0.099220975,0.3455,0.164454637,1.089467505
电科网安,2268,2019,0,2.6102,2.4268,0.0186,2.7625,95.673,70.8831,0.400645583,28.3846,21,0.090152076,0.3225,0.155030967,0.903553811
电科网安,2268,2018,0.040191124,3.1068,2.9457,-0.0374,5.8447,95.8565,70.6941,0.317934996,23.7379,20,0,0.4546,0.136329523,1.188010944
水晶光电,2273,2021,0.013669312,2.2021,1.8612,0.3463,8.6721,91.5565,42.0989,0.278772251,20.8804,19,0.069599742,0.4637,0.209406911,1.074533445
水晶光电,2273,2020,0.032762777,3.4384,2.9571,0.3658,11.5854,50.7114,43.0375,0.343065553,24.6824,18,0.068107477,0.4972,0.235008467,1.289814389
水晶光电,2273,2019,0.015720484,4.5925,4.0793,0.2683,12.7294,35.1176,47.5296,0.431061735,29.4704,17,0.060391794,0.4295,0.218800918,1.083887467
水晶光电,2273,2018,0.023539455,4.3582,3.9491,0.2235,11.1654,37.5905,51.0443,0.461532582,31.1571,16,0,0.5014,0.182292091,1.27710664
久其软件,2279,2021,0,1.9129,1.7751,0.1274,6.4649,53.1089,58.7694,1.464573035,57.849,22,0.09004929,0.9894,-0.037379809,0.90964762
久其软件,2279,2020,0,2.1098,2.0847,0.0912,4.5522,47.0685,60.2483,1.584737227,60.6704,21,0.11896584,0.9826,0.005595267,1.140213822
久其软件,2279,2018,0.136250252,1.8808,1.8371,0.0658,12.8486,66.8088,51.8835,0.743630123,41.2913,19,0,0.531,0.252784902,1.508308538
超华科技,2288,2021,0.292154143,1.1294,0.6382,0.0285,1.3577,83.5801,55.0854,1.405311217,58.3538,22,0.055803051,0.3641,0.024708343,0.967058362
超华科技,2288,2020,0.34055722,1.1541,0.6312,0.0103,1.1827,86.757,50.6141,1.026258638,50.5519,21,0.050431208,0.4424,0.018111755,0.94823937
